ID	LLB	SBI	AFC	LASD	LLSD	Psuperionic
mp-758165	1.0	0.7372963951935915	8.275862068965518	1.8781593372927432	3.4445856260665053	0.012604963034391403
mp-1192557	0.0	0.9234188034188034	8.333333333333334	2.6600544696013406	4.664333999759464	0.2389022707939148
mp-759552	0.0	0.7166071428571428	8.4	2.20345542359252	4.961276571877168	0.006844081915915012
mp-759217	5.0	1.2143617021276596	11.0	1.8534868354892018	2.917910136072035	0.0027153303381055593
mp-755957	4.0	1.0813013698630138	12.0	2.1734346775191664	2.978757569092441	0.03321290388703346
mp-772177	4.0	0.9480952380952381	12.0	1.9568124223669048	3.630010764051248	0.0021616523154079914
mp-583967	3.25	0.7811764705882354	7.9375	1.9547396799312375	2.938691885797646	0.09895683079957962
mp-766500	3.6	1.0377067669172932	8.416666666666666	1.9750530080127138	2.8466348658051532	0.046385399997234344
mp-699137	3.0	0.862934362934363	9.714285714285714	1.9552881127472794	3.161331202849732	0.01993458718061447
mp-758671	0.0	0.7454307116104869	10.11111111111111	2.1307353158911067	5.09450547225898	0.001091534155420959
mp-772522	4.0	1.11165991902834	12.0	2.0713965779600185	2.8745489256320167	0.015453015454113483
mp-759938	4.0	0.747561475409836	9.714285714285714	2.014378573086063	2.9917908392994095	0.08544781059026718
mp-753865	1.0	0.8158800000000002	10.714285714285714	1.9787133427179948	3.4557148037460235	0.00688508152961731
mp-758345	2.0	0.8947307692307693	10.25	2.073679057369198	3.073291095745886	0.0379277840256691
mp-574275	10.91764705882353	1.3499999999999999	12.0	2.9319707643983355	2.8157489179457937	0.9770146608352661
mp-27094	0.0	0.6745214521452145	8.833333333333334	1.989514587521045	4.892628864943746	0.0011994101805612445
mp-769527	0.0	0.7668025751072962	11.928571428571429	2.0949899644294625	5.227408492432015	0.00023437080380972475
mp-755193	5.0	1.018	13.0	1.9727192559098636	2.7287607974980004	0.009844648651778698
mp-757988	5.5	1.116589147286822	12.0	1.9513073355699888	2.870457178159683	0.007103477139025927
mp-679944	1.5	0.40648648648648655	9.454545454545455	2.4143620800014625	3.3296271608734314	0.8047126531600952
mp-774849	2.5	0.9035664335664336	10.11111111111111	2.120463443584435	2.963435	0.0781215950846672
mp-1647468	3.0	0.8727069351230425	9.714285714285714	1.9953831357330774	3.5210513233992997	0.012541158124804497
mp-1174027	6.0	1.0616666666666668	12.0	2.081642335621882	2.864587841062459	0.029795486479997635
mp-1094602	0.0	0.11000000000000003	8.0	3.129803266738225	4.446886279369878	0.9989078044891357
mp-1177451	2.0	0.89625	10.5	2.144736926838142	3.05089740725	0.06355421245098114
mp-767955	4.0	0.9813907284768212	12.0	2.0933783625709474	2.941180725614243	0.026978954672813416
mp-771327	2.0	0.9219417475728154	11.0	2.0218754176220965	2.568566628707525	0.045197561383247375
mp-766581	5.5	0.718	10.5	2.4850053777159107	3.280169325362431	0.7535058856010437
mp-29754	6.0	0.7528571428571428	12.0	1.9707675	3.5474629999999996	0.00909157283604145
mp-1185324	0.0	0.37333333333333335	12.0	3.7281320023213373	5.2723748399999995	0.9993226528167725
mp-1113839	0.0	1.2578947368421054	8.0	2.5233902288435504	7.263760069999998	0.0001037914480548352
mp-752427	1.0	0.9704065040650407	8.666666666666666	1.9175589662777313	2.5428679044562656	0.039928194135427475
mp-17510	2.0	0.6998425196850393	12.0	2.1274719199871477	3.0573405485548624	0.05886761099100113
mp-21650	4.0	0.8725490196078431	12.0	1.975684867680141	3.5039308633240878	0.004523241426795721
mp-12719	0.0	0.7200000000000001	12.0	2.918313353244669	4.765585749999999	0.4902021586894989
mp-771918	4.0	1.1213813813813813	2.0	2.0790185132450776	2.937912012262354	0.6071746945381165
mp-1644567	3.0	0.9434125269978402	12.0	2.0900105648055227	2.8723634129705093	0.02951144613325596
mp-755335	3.0	1.078769230769231	12.0	2.123111091367932	2.953711405098065	0.01937221549451351
mp-776764	2.0	1.0662671232876713	12.0	1.8251750371077566	3.8465436498282557	0.0001870944834081456
mp-772151	1.0	0.9438323353293413	12.0	2.0822381308041042	2.9575425826899995	0.01618802547454834
mp-863675	0.0	0.6104761904761905	12.0	3.5479039966074755	5.0174939499999995	0.9951830506324768
mp-753758	3.0	0.9109235668789808	12.0	1.8633583942779666	3.408729114695112	0.00150339026004076
mp-1175891	6.666666666666667	1.0936451612903226	12.0	2.0679366893781275	2.8431634663912586	0.02754150703549385
mp-676932	0.0	0.9851190476190477	10.0	2.0911659241114897	5.60194444265084	0.00010375186684541404
mp-769012	7.5	1.1481590909090909	12.0	2.0532045050030283	2.8433829447466876	0.022723283618688583
mp-676450	1.0	0.8218750000000001	10.555555555555555	2.522239520040895	3.284729912754758	0.544578492641449
mp-867532	0.0	0.9534188034188034	8.5	1.909407793466947	4.4490528550742265	0.0005983074079267681
mp-754987	4.0	0.9566045548654244	8.071428571428571	1.9676189707620582	2.713989815420007	0.09616079926490784
mp-755153	6.0	1.127371794871795	12.0	2.1571854333629314	2.949909871803327	0.03645450249314308
mp-1080534	2.6666666666666665	1.8066666666666669	8.8	2.8643097556595944	3.8689502563813014	0.28153473138809204
mp-1174743	7.25	1.080712979890311	12.0	2.048705909444032	2.803468439605902	0.029642777517437935
mp-771232	4.0	1.0569960474308302	12.0	2.011786682904058	2.844414061643712	0.012268351390957832
mp-776151	0.0	0.7851063829787234	8.4	1.9318499196148338	4.185369499531272	0.0026476408820599318
mp-867644	2.0	1.0452014652014654	10.625	1.9886903101607742	2.83120983925118	0.014384323731064796
mp-759297	3.0	1.0087951807228914	12.0	2.138487643360319	2.915993314953857	0.03142770007252693
mp-753899	0.0	0.6895833333333333	12.0	2.2310214868402785	4.698375583390255	0.0031700883992016315
mp-765701	6.0	1.134871794871795	12.0	2.1565311290984726	2.995865689334516	0.03198299929499626
