Database of binary bond valence properties
Type+ os+ Type- os-  R0(A)     b         cn       R_cutoff(A)
-------------------------------------------------------------
DATA_START
  In    3    I   -1  2.477730  0.667000  4.000000  7.00
  In    3    N   -3  2.023410  0.416000  4.000000  6.00
  In    3    O   -2  1.903050  0.353000  6.000000  5.00
  In    3    P   -3  2.509660  0.446000  3.833330  6.00
  In    3    S   -2  2.307970  0.456000  5.453330  6.00
  In    3   Sb   -3  2.643910  0.634000  4.000000  7.00
  In    3   Se   -2  2.430510  0.484000  4.300000  6.00
  In    3   Te   -2  2.622780  0.534000  4.000000  6.50
  Ir    3   Cl   -1  2.058230  0.402000  6.000000  5.50
  Ir    4    O   -2  1.832330  0.436000  6.000000  5.50
  Ir    5    O   -2  1.897910  0.479000  6.000000  6.00
   K    1   As   -3  2.358050  0.674000  5.263160  7.50
   K    1   Br   -1  2.172060  0.595000 10.000000  7.00
   K    1   Cl   -1  2.076730  0.555000  9.038460  6.50
   K    1    F   -1  1.833310  0.428000  9.798080  5.50
   K    1    H   -1  1.876390  0.451000  9.090910  5.50
   K    1    I   -1  2.288800  0.655000  8.440000  7.00
   K    1    N   -3  2.000890  0.525000  7.000000  6.00
   K    1   Nx   -3  1.966280  0.525000  6.478260  6.00
   K    1    O   -2  1.942330  0.436000  8.754720  6.00
   K    1    P   -3  2.373780  0.644000  5.041670  7.00
   K    1    S   -2  2.168030  0.573000  7.530000  6.50
   K    1   Sb   -3  2.547200  0.749000  4.270000  8.00
   K    1   Se   -2  2.297120  0.604000  6.550000  7.00
   K    1   Te   -2  2.418020  0.649000  6.400000  7.00
  La    3   Cl   -1  2.430990  0.459000  7.500000  6.00
  La    3    F   -1  1.965770  0.443000 10.285710  5.50
  La    3    O   -2  2.063920  0.451000  9.270000  5.50
  La    3    S   -2  2.403300  0.588000  7.944440  6.50
  Li    1   As   -3  1.508850  0.754000  4.230000  7.50
  Li    1   Br   -1  1.512880  0.675000  5.846150  7.00
  Li    1   Cl   -1  1.398920  0.634000  5.866670  6.50
  Li    1    F   -1  1.086740  0.508000  5.557690  5.50
  Li    1    H   -1  1.038950  0.531000  7.714290  5.50
  Li    1    I   -1  1.648290  0.735000  5.818180  7.00
  Li    1    N   -3  1.154300  0.637000  4.155560  6.00
  Li    1   Nx   -3  1.123500  0.605000  6.000000  6.00
  Li    1    O   -2  1.170960  0.516000  5.072920  5.50
  Li    1    P   -3  1.478630  0.724000  4.166670  7.00
  Li    1    S   -2  1.466520  0.653000  4.384620  6.00
  Li    1   Sb   -3  1.690210  0.821000  4.333330  8.00
  Li    1   Se   -2  1.602740  0.684000  4.333330  7.00
  Li    1   Te   -2  1.710280  0.729000  5.142860  7.00
  Lu    3   Cl   -1  2.284000  0.433000  6.000000  6.00
  Lu    3    F   -1  1.807380  0.412000  7.000000  5.50
  Lu    3    O   -2  1.917280  0.421000  6.765960  5.50
  Lu    3    S   -2  2.281190  0.557000  6.076920  7.00
  Mg    2   As   -3  2.044000  0.750000  4.666670  8.00
  Mg    2   Br   -1  1.890590  0.671000  6.000000  7.00
  Mg    2   Cl   -1  1.782760  0.630000  6.000000  6.50
  Mg    2    F   -1  1.409560  0.504000  6.000000  5.50
  Mg    2    H   -1  1.286890  0.559000  8.300000  5.50
  Mg    2   Hx   -1  1.274740  0.527000  4.666670  5.50
  Mg    2    I   -1  2.045000  0.731000  6.000000  7.00 ! RCN estimated
  Mg    2    N   -3  1.635210  0.601000  4.142860  6.00
  Mg    2    O   -2  1.483980  0.512000  5.896550  5.50
  Mg    2    P   -3  2.131030  0.563000  4.333330  7.50
  Mg    2    S   -2  1.823720  0.649000  5.555560  6.50
  Mg    2   Sb   -3  2.392710  0.634000  4.400000  8.00
  Mg    2   Se   -2  1.704300  0.708000  4.750000  7.00 ! RCN estimated
  Mg    2   Te   -2  1.949700  0.680000  4.000000  7.00 ! RCN estimated
  Mn    2   As   -3  2.170910  0.567000  4.100000  6.50
  Mn    2   Br   -1  2.089840  0.528000  5.777780  6.00
  Mn    2   Cl   -1  1.996810  0.488000  5.904760  6.00
  Mn    2    F   -1  1.564910  0.474000  6.121210  5.50
  Mn    2    I   -1  2.260450  0.588000  6.000000  6.50
  Mn    2    N   -3  1.473400  0.606000  4.333330  6.50
  Mn    2    O   -2  1.627580  0.481000  5.941940  5.50
  Mn    2    S   -2  2.154680  0.406000  5.307690  5.50
  Mn    2   Se   -2  2.247510  0.431000  4.400000  5.50
  Mn    2   Te   -2  2.424510  0.470000  4.333330  6.00
  Mn    3    F   -1  1.601840  0.446000  6.000000  5.50
  Mn    3    O   -2  1.689930  0.437000  5.861540  5.50
  Mn    4   Cl   -1  2.065410  0.517000  6.000000  6.50
  Mn    4    F   -1  1.616060  0.410000  6.000000  5.00
  Mn    4    O   -2  1.732720  0.402000  5.923070  5.00
  Mn    4    S   -2  2.300570  0.536000  6.000000  6.00 ! RCN estimated
  Mn    5    O   -2  1.788790  0.413000  4.000000  5.50
  Mn    6    O   -2  1.820180  0.416000  4.000000  5.50
  Mn    7    O   -2  1.873620  0.520000  4.000000  6.50
  Mo    2   Br   -1  2.222180  0.401000  5.000000  5.50
  Mo    2   Cl   -1  2.051750  0.441000  5.000000  5.50
  Mo    2    I   -1  2.357050  0.461000  5.000000  6.00
  Mo    2    S   -2  2.071690  0.422000  5.000000  5.50
  Mo    3   Br   -1  2.191470  0.541000  6.000000  6.00
  Mo    3   Cl   -1  2.089410  0.501000  6.000000  6.00
  Mo    3    F   -1  1.738190  0.427000  6.000000  5.50
  Mo    3    O   -2  1.789330  0.418000  5.700000  5.50
  Mo    3    S   -2  2.062570  0.519000  6.000000  6.00
  Mo    4   Cl   -1  2.128300  0.558000  6.000000  6.50
  Mo    4    O   -2  1.723900  0.562000  6.000000  6.50
  Mo    5    O   -2  1.847600  0.482000  5.960000  5.50
  Mo    6   Br   -1  2.303700  0.663000  6.000000  6.50 ! RCN estimated
  Mo    6   Cl   -1  2.088800  0.622000  6.000000  6.50 ! RCN estimated
  Mo    6    I   -1  2.619100  0.723000  5.000000  7.00 ! RCN estimated
  Mo    6    O   -2  1.909340  0.391000  4.630000  5.00
